type,LQR
Q,10,10,1,1
R,1
Eigenvalue,0.6515+0j,0.990164+0j,0.943999+0.0121003j,0.943999+-0.0121003j
Gain,94.0521,15.2469,0.781273,1.22702
time,elapsed_time,theta_p,theta_p_dot,theta_w,theta_w_dot,theta_p_kf,theta_p_dot_kf,theta_w_kf,theta_w_dot_kf,log_motor_value,log_motor_direction,log_pwm_duty
1740907623.051,0.00260,-0.08870,0.00046,0.00000,0.00000,-0.06129,0.00027,0.00000,0.00000,-3.30000,2,66.00000
1740907623.062,0.01377,-0.08271,0.01971,0.00000,0.00000,-0.06685,-0.01025,0.00004,0.01408,-3.30000,2,66.00000
1740907623.072,0.02345,-0.09651,-0.02129,0.00000,0.00000,-0.08897,0.08892,-0.00387,-1.18395,-3.30000,2,66.00000
1740907623.082,0.03410,-0.11827,0.21370,-0.01570,-1.57000,-0.09478,0.21742,-0.01991,-2.31645,-3.30000,2,66.00000
1740907623.094,0.04567,-0.09820,0.26247,-0.04710,-3.14000,-0.10006,0.32027,-0.04811,-3.38269,-3.30000,2,66.00000
1740907623.103,0.05512,-0.12611,0.34651,-0.07850,-3.14000,-0.10765,0.40715,-0.08516,-4.37091,-3.30000,2,66.00000
1740907623.114,0.06548,-0.12753,1.00691,-0.14130,-6.28000,-0.06501,0.62590,-0.13587,-5.39306,-3.30000,2,66.00000
1740907623.126,0.07794,-0.07999,1.05572,-0.18840,-4.71000,-0.03633,0.80777,-0.19375,-6.32089,1.16157,1,23.00000
1740907623.135,0.08650,-0.07628,0.82877,-0.25120,-6.28000,-0.03774,0.89555,-0.25928,-7.14810,1.30190,1,26.00000
1740907623.146,0.09740,-0.06600,0.83752,-0.29830,-4.71000,-0.02698,0.76701,-0.32188,-6.25711,1.39809,1,27.00000
1740907623.156,0.10778,-0.06483,0.66407,-0.36110,-6.28000,-0.02040,0.63246,-0.37725,-5.38253,0.99490,1,19.00000
1740907623.166,0.11834,-0.06781,0.57216,-0.39250,-3.14000,-0.01361,0.50810,-0.42132,-4.49855,0.78810,1,15.00000
1740907623.178,0.12974,-0.07256,0.57256,-0.43960,-4.71000,-0.00298,0.43575,-0.45980,-3.85102,1.44884,1,28.00000
1740907623.190,0.14142,-0.06645,0.50705,-0.48670,-4.71000,0.00623,0.38228,-0.49473,-3.34073,2.09887,1,41.00000
1740907623.198,0.15026,-0.06228,0.51119,-0.51810,-3.14000,0.01844,0.31608,-0.52396,-2.62551,3.09257,1,61.00000
1740907623.210,0.16145,-0.05121,0.47320,-0.54950,-3.14000,0.03187,0.23507,-0.54690,-1.73431,3.30000,1,66.00000
1740907623.221,0.17275,-0.04752,0.35125,-0.58090,-3.14000,0.04377,0.11204,-0.56248,-0.55579,3.30000,1,66.00000
1740907623.229,0.18073,-0.04916,0.25109,-0.61230,-3.14000,0.05463,-0.00386,-0.57074,0.58766,3.30000,1,66.00000
1740907623.240,0.19217,-0.04774,0.18489,-0.62800,-1.57000,0.06508,-0.09988,-0.57078,1.63738,3.30000,1,66.00000
1740907623.252,0.20374,-0.04471,0.11535,-0.62800,0.00000,0.07442,-0.18142,-0.56210,2.61265,3.30000,1,66.00000
1740907623.262,0.21359,-0.01716,-0.15301,-0.61230,1.57000,0.07603,-0.28480,-0.54383,3.54932,3.30000,1,66.00000
1740907623.272,0.22432,-0.01742,-1.31058,-0.54950,6.28000,0.04222,-0.56077,-0.50864,4.59354,0.82951,1,16.00000
1740907623.285,0.23641,-0.04064,-0.93688,-0.50240,4.70999,0.02721,-0.73062,-0.46443,5.51513,-2.34571,2,46.00000
1740907623.293,0.24470,-0.04461,-0.59014,-0.45530,4.71000,0.02291,-0.69903,-0.41672,5.42653,-2.34062,2,46.00000
1740907623.303,0.25523,-0.04633,-0.33726,-0.42390,3.14000,0.02098,-0.48527,-0.37739,4.14186,-0.80812,2,16.00000
1740907623.316,0.26736,-0.04150,-0.45852,-0.39250,3.14000,0.01204,-0.33469,-0.34914,2.97466,-0.76377,2,15.00000
1740907623.325,0.27717,-0.04004,-0.48227,-0.36110,3.14000,0.00235,-0.29458,-0.32737,2.47244,-1.66288,2,33.00000
1740907623.337,0.28880,-0.04280,-0.38738,-0.32970,3.14000,-0.00494,-0.25525,-0.30823,2.03102,-2.27491,2,45.00000
1740907623.346,0.29760,-0.04641,-0.25396,-0.31400,1.57000,-0.01016,-0.16438,-0.29485,1.27702,-2.29528,2,45.00000
1740907623.356,0.30820,-0.04647,-0.22162,-0.28260,3.14000,-0.01610,-0.06189,-0.28550,0.38785,-2.37491,2,47.00000
1740907623.368,0.31976,-0.05024,-0.22798,-0.26690,1.57000,-0.02325,0.01701,-0.28250,-0.43003,-2.84537,2,56.00000
1740907623.378,0.32973,-0.05159,-0.13027,-0.25120,1.57000,-0.02867,0.09357,-0.28439,-1.20288,-3.13797,2,62.00000
1740907623.388,0.34003,-0.05660,-0.00108,-0.25120,0.00000,-0.03220,0.19276,-0.29325,-2.09805,-3.06286,2,61.00000
1740907623.400,0.35166,-0.05777,0.24149,-0.25120,0.00000,-0.03130,0.31803,-0.30871,-3.03781,-2.23370,2,44.00000
1740907623.409,0.36132,-0.05633,0.19741,-0.25120,0.00000,-0.03249,0.40815,-0.32914,-3.84714,-1.98083,2,39.00000
1740907623.421,0.37242,-0.05455,0.13822,-0.25120,0.00000,-0.03483,0.43045,-0.35165,-4.25600,-2.37942,2,47.00000
1740907623.432,0.38341,-0.05301,0.06367,-0.25120,0.00000,-0.03837,0.42262,-0.37359,-4.50544,-3.15486,2,63.00000
1740907623.441,0.39319,-0.05303,0.03237,-0.25120,0.00000,-0.04243,0.42690,-0.39481,-4.85193,-3.30000,2,66.00000
1740907623.452,0.40389,-0.06013,-0.06129,-0.26690,-1.57000,-0.04895,0.45110,-0.41922,-5.44329,-3.30000,2,66.00000
1740907623.463,0.41531,-0.07234,1.00001,-0.29830,-3.14000,-0.03352,0.61746,-0.45142,-6.16011,-1.81916,2,36.00000
1740907623.474,0.42604,-0.06649,1.58310,-0.34540,-4.71000,-0.00810,0.84056,-0.49253,-6.89305,3.30000,1,66.00000
1740907623.485,0.43730,-0.05385,0.97122,-0.39250,-4.71000,0.00341,0.88281,-0.53711,-6.96277,3.30000,1,66.00000
1740907623.495,0.44700,-0.05067,1.08279,-0.40820,-1.57000,0.02109,0.68940,-0.57011,-5.12706,3.30000,1,66.00000
1740907623.505,0.45665,-0.04311,0.88670,-0.42390,-1.57000,0.03626,0.51538,-0.58557,-3.40499,3.30000,1,66.00000
1740907623.515,0.46703,-0.03040,0.81063,-0.45530,-3.14000,0.05096,0.37453,-0.58976,-1.84374,3.30000,1,66.00000
1740907623.527,0.47880,-0.00471,-1.25822,-0.42390,3.14000,0.02627,-0.00619,-0.57210,-0.13979,1.92760,1,38.00000
1740907623.538,0.48945,-0.02096,-0.86569,-0.39250,3.14000,0.01301,-0.28043,-0.53968,1.38518,-1.94376,2,38.00000
1740907623.549,0.50098,-0.03039,-0.32166,-0.34540,4.71000,0.01179,-0.37480,-0.49575,2.24311,-2.41065,2,48.00000
1740907623.559,0.51055,-0.03569,-0.17074,-0.31400,3.14000,0.01104,-0.24309,-0.45298,1.58475,-1.24771,2,24.00000
1740907623.569,0.52083,-0.04560,-0.02873,-0.29830,1.57000,0.01129,-0.09165,-0.42054,0.76456,0.44388,1,8.00000
1740907623.581,0.53238,-0.05023,0.29811,-0.29830,0.00000,0.01714,0.02167,-0.39844,0.36400,2.24814,1,44.00000
1740907623.590,0.54214,-0.04869,0.65872,-0.28260,1.57000,0.03003,0.08374,-0.37831,0.57848,3.30000,1,66.00000
1740907623.600,0.55166,-0.03991,-0.05525,-0.26690,1.57000,0.03006,-0.03492,-0.35318,1.50603,3.30000,1,66.00000
1740907623.610,0.56212,-0.03301,-0.33426,-0.23550,3.14000,0.02660,-0.21809,-0.31755,2.77882,2.50800,1,50.00000
1740907623.623,0.57444,-0.04332,-0.40888,-0.20410,3.14000,0.02307,-0.37829,-0.27237,3.94445,1.19927,1,23.00000
1740907623.631,0.58286,-0.04747,-0.20799,-0.17270,3.14000,0.02379,-0.44517,-0.22153,4.68455,1.19510,1,23.00000
1740907623.642,0.59419,-0.04670,0.01718,-0.15700,1.57000,0.02790,-0.40299,-0.17255,4.81681,2.42543,1,48.00000
1740907623.652,0.60402,-0.04615,-0.16340,-0.12560,3.14000,0.02812,-0.38612,-0.12456,4.94320,2.89584,1,57.00000
1740907623.664,0.61594,-0.04938,-0.21444,-0.09420,3.14000,0.02800,-0.43560,-0.07612,5.49490,2.84491,1,56.00000
1740907623.674,0.62593,-0.05048,-0.13505,-0.06280,3.14000,0.02988,-0.48623,-0.02529,6.14395,3.08614,1,61.00000
1740907623.684,0.63624,-0.04704,-0.23132,-0.01570,4.71000,0.03024,-0.53445,0.03047,6.73229,3.15030,1,63.00000
1740907623.696,0.64779,-0.04817,-0.23644,0.01570,3.14000,0.03081,-0.58230,0.08745,7.32694,3.24778,1,64.00000
1740907623.705,0.65713,-0.04850,-0.36309,0.06280,4.71000,0.02933,-0.63815,0.14822,7.90279,3.01125,1,60.00000
1740907623.716,0.66784,-0.04606,-0.51693,0.10990,4.71000,0.02542,-0.70613,0.21194,8.46633,2.34843,1,46.00000
1740907623.728,0.67986,-0.04795,-0.64533,0.15700,4.71000,0.01940,-0.76618,0.27753,8.88977,1.43734,1,28.00000
1740907623.738,0.68984,-0.04979,-0.64120,0.20410,4.71000,0.01334,-0.78368,0.34271,9.01319,0.80323,1,16.00000
1740907623.750,0.70185,-0.05120,-0.40991,0.26690,6.28000,0.01100,-0.72710,0.40697,8.77316,1.20147,1,24.00000
1740907623.760,0.71173,-0.05576,-0.36272,0.31400,4.71000,0.00853,-0.64245,0.46559,8.29504,1.71888,1,34.00000
1740907623.772,0.72380,-0.05850,-0.50452,0.36110,4.71000,0.00311,-0.60976,0.51958,8.00591,1.39522,1,27.00000
1740907623.782,0.73375,-0.05769,-0.29642,0.40820,4.71000,0.00163,-0.58393,0.57062,7.90021,1.56011,1,31.00000
1740907623.792,0.74396,-0.05763,-0.36018,0.43960,3.14000,-0.00153,-0.55349,0.61734,7.66495,1.47461,1,29.00000
1740907623.804,0.75594,-0.06164,-0.17588,0.47100,3.14000,-0.00153,-0.51404,0.65982,7.47233,1.87300,1,37.00000
1740907623.814,0.76560,-0.06051,-0.32010,0.51810,4.71000,-0.00443,-0.49572,0.70181,7.29185,1.69036,1,33.00000
1740907623.825,0.77653,-0.05688,-0.31893,0.54950,3.14000,-0.00718,-0.50019,0.74117,7.25393,1.34850,1,26.00000
1740907623.836,0.78817,-0.05896,-0.43084,0.58090,3.14000,-0.01204,-0.51015,0.77895,7.15409,0.64569,1,12.00000
1740907623.846,0.79800,-0.06311,-0.04110,0.61230,3.14000,-0.01005,-0.45573,0.81375,6.88851,1.36431,1,27.00000
1740907623.858,0.80988,-0.06485,-0.38006,0.64370,3.14000,-0.01509,-0.41781,0.84555,6.42244,0.92135,1,18.00000
1740907623.868,0.81976,-0.06851,-0.23557,0.67510,3.14000,-0.01722,-0.40704,0.87435,6.24076,0.68526,1,13.00000
1740907623.880,0.83161,-0.06901,-0.28263,0.69080,1.57000,-0.02062,-0.38307,0.89898,5.89646,0.32733,1,6.00000
1740907623.890,0.84153,-0.07210,-0.15080,0.72220,3.14000,-0.02189,-0.33907,0.92147,5.49338,0.40204,1,8.00000
1740907623.902,0.85339,-0.07388,-0.19461,0.73790,1.57000,-0.02452,-0.29163,0.93910,4.98525,0.26796,1,5.00000
1740907623.912,0.86409,-0.07217,-0.30197,0.75360,1.57000,-0.02930,-0.27209,0.95269,4.55499,-0.74048,2,14.00000
1740907623.924,0.87583,-0.07501,-0.20339,0.78500,3.14000,-0.03233,-0.24284,0.96530,4.12608,-1.09663,2,21.00000
1740907623.932,0.88410,-0.07635,-0.16652,0.80070,1.57000,-0.03555,-0.16800,0.97321,3.35976,-1.19208,2,23.00000
1740907623.944,0.89561,-0.07692,-0.11222,0.80070,0.00000,-0.03853,-0.08495,0.97301,2.50710,-1.25283,2,25.00000
1740907623.954,0.90552,-0.07707,-0.24424,0.81640,1.57000,-0.04434,-0.03348,0.96869,1.72807,-1.97352,2,39.00000
1740907623.966,0.91811,-0.07858,-0.20667,0.81640,0.00000,-0.04973,0.01100,0.95842,0.98599,-2.72055,2,54.00000
1740907623.975,0.92685,-0.07981,-0.17533,0.83210,1.57000,-0.05508,0.07895,0.94517,0.07387,-3.30000,2,66.00000
1740907623.985,0.93735,-0.08158,-0.06740,0.83210,0.00000,-0.05931,0.17854,0.92512,-1.03625,-3.30000,2,66.00000
1740907623.996,0.94785,-0.08164,-0.10288,0.83210,0.00000,-0.06503,0.27773,0.89844,-2.23811,-3.30000,2,66.00000
1740907624.007,0.95872,-0.08130,-0.06135,0.83210,0.00000,-0.07038,0.35646,0.86607,-3.31378,-3.30000,2,66.00000
1740907624.017,0.96918,-0.08227,-0.11763,0.83210,0.00000,-0.07696,0.40589,0.83004,-4.25735,-3.30000,2,66.00000
1740907624.029,0.98052,-0.09361,0.14544,0.80070,-3.14000,-0.07903,0.47231,0.78623,-5.15790,-3.30000,2,66.00000
1740907624.038,0.99034,-0.10194,0.89627,0.76930,-3.14000,-0.06799,0.61514,0.73570,-6.04929,-3.30000,2,66.00000
1740907624.050,1.00166,-0.09376,1.60186,0.70650,-6.28000,-0.04547,0.82653,0.67463,-6.96164,0.48062,1,9.00000
1740907624.061,1.01258,-0.07538,0.83235,0.64370,-6.28000,-0.03840,0.91637,0.60766,-7.71268,1.54131,1,30.00000
1740907624.071,1.02259,-0.07483,0.89642,0.59660,-4.70999,-0.02806,0.81419,0.54329,-7.00303,1.77659,1,35.00000
1740907624.083,1.03487,-0.07292,0.59378,0.53380,-6.28000,-0.02179,0.64524,0.48665,-5.94195,1.04799,1,20.00000
1740907624.093,1.04477,-0.06659,0.79264,0.48670,-4.71000,-0.01060,0.52073,0.43995,-4.89427,1.45091,1,29.00000
1740907624.102,1.05415,-0.06388,0.30352,0.43960,-4.71000,-0.00797,0.39854,0.40133,-4.15160,0.71673,1,14.00000
1740907624.113,1.06487,-0.06172,0.51147,0.39250,-4.71000,-0.00054,0.30544,0.36747,-3.36077,0.93925,1,18.00000
1740907624.124,1.07629,-0.06079,0.71433,0.36110,-3.14000,0.01055,0.29333,0.33901,-2.91834,2.31863,1,46.00000
1740907624.134,1.08599,-0.05796,0.40758,0.31400,-4.71000,0.01612,0.24264,0.31203,-2.42568,2.65311,1,53.00000
1740907624.145,1.09668,-0.05371,0.42652,0.29830,-1.57000,0.02337,0.13818,0.29301,-1.45121,2.92283,1,58.00000
1740907624.156,1.10810,-0.05153,0.09392,0.26690,-3.14000,0.02542,0.00067,0.28079,-0.42247,2.27236,1,45.00000
1740907624.166,1.11789,-0.04814,0.04538,0.25120,-1.57000,0.02771,-0.12991,0.27686,0.62142,1.77387,1,35.00000
1740907624.178,1.13029,-0.04666,-0.28632,0.23550,-1.57000,0.02438,-0.24402,0.27909,1.35961,0.62848,1,12.00000
1740907624.188,1.13939,-0.04771,-0.25337,0.23550,0.00000,0.02210,-0.31108,0.28621,1.85062,-0.34051,2,6.00000
1740907624.198,1.14971,-0.05020,-0.31241,0.23550,0.00000,0.01837,-0.31799,0.29458,1.88026,-0.75301,2,15.00000
1740907624.208,1.15938,-0.05245,-0.33625,0.23550,0.00000,0.01357,-0.28061,0.30056,1.54716,-1.03860,2,20.00000
1740907624.218,1.16987,-0.05613,-0.15351,0.21980,-1.57000,0.01141,-0.20790,0.29951,1.04218,-0.75362,2,15.00000
1740907624.229,1.18090,-0.05610,-0.16614,0.21980,0.00000,0.00837,-0.13735,0.29444,0.48473,-0.65224,2,13.00000
1740907624.240,1.19160,-0.05610,-0.35727,0.21980,0.00000,0.00170,-0.11916,0.28648,0.10502,-1.47424,2,29.00000
1740907624.251,1.20260,-0.05811,-0.39545,0.21980,0.00000,-0.00556,-0.11881,0.27687,-0.19366,-2.52567,2,50.00000
1740907624.263,1.21475,-0.06131,-0.27380,0.21980,0.00000,-0.01106,-0.06898,0.26486,-0.76960,-2.99956,2,59.00000
1740907624.273,1.22449,-0.06316,-0.23625,0.21980,0.00000,-0.01682,0.02304,0.24845,-1.66987,-3.25531,2,65.00000
1740907624.282,1.23386,-0.06348,-0.29730,0.21980,0.00000,-0.02443,0.10873,0.22675,-2.64086,-3.30000,2,66.00000
1740907624.292,1.24435,-0.06908,-0.14282,0.20410,-1.57000,-0.02990,0.20483,0.19735,-3.63834,-3.30000,2,66.00000
1740907624.304,1.25608,-0.07403,0.35191,0.17270,-3.14000,-0.02714,0.34322,0.15854,-4.62811,-3.04463,2,60.00000
1740907624.314,1.26613,-0.07416,0.56270,0.14130,-3.14000,-0.02153,0.48308,0.11263,-5.54572,-1.54609,2,30.00000
1740907624.326,1.27834,-0.06872,0.49126,0.09420,-4.71000,-0.01802,0.57930,0.05963,-6.28970,-0.70332,2,14.00000
1740907624.336,1.28828,-0.06412,0.26863,0.06280,-3.14000,-0.01796,0.55658,0.00676,-6.37095,-1.18511,2,23.00000
1740907624.346,1.29798,-0.06360,0.25534,0.01570,-4.71000,-0.01733,0.49363,-0.04489,-6.13815,-1.84023,2,36.00000
1740907624.356,1.30833,-0.06237,0.37806,0.00000,-1.57000,-0.01416,0.47645,-0.08990,-6.06319,-1.74733,2,34.00000
1740907624.368,1.31957,-0.06152,0.29510,-0.04710,-4.71000,-0.01287,0.48563,-0.13584,-6.23776,-1.73634,2,34.00000
1740907624.377,1.32932,-0.05991,0.30706,-0.06280,-1.57000,-0.01117,0.48711,-0.17815,-6.31988,-1.68723,2,33.00000
1740907624.388,1.34020,-0.05897,0.19179,-0.10990,-4.71000,-0.01157,0.47461,-0.22200,-6.39556,-2.04299,2,40.00000
1740907624.399,1.35130,-0.05874,0.19760,-0.12560,-1.57000,-0.01155,0.45877,-0.26182,-6.40569,-2.32556,2,46.00000
1740907624.410,1.36173,-0.05835,0.27521,-0.15700,-3.14000,-0.01022,0.47180,-0.30134,-6.54864,-2.20809,2,44.00000
1740907624.421,1.37329,-0.05682,0.23617,-0.18840,-3.14000,-0.00982,0.49093,-0.34113,-6.76900,-2.18103,2,43.00000
1740907624.431,1.38319,-0.05574,0.21503,-0.20410,-1.57000,-0.00970,0.49591,-0.37866,-6.89232,-2.27384,2,45.00000
1740907624.443,1.39495,-0.05430,0.26963,-0.23550,-3.14000,-0.00856,0.50497,-0.41652,-6.99926,-2.18982,2,43.00000
1740907624.453,1.40504,-0.05405,0.21430,-0.26690,-3.14000,-0.00851,0.50967,-0.45430,-7.11785,-2.28857,2,45.00000
1740907624.462,1.41426,-0.05353,0.25368,-0.29830,-3.14000,-0.00768,0.51332,-0.49203,-7.19310,-2.27635,2,45.00000
1740907624.473,1.42466,-0.05383,0.23352,-0.31400,-1.57000,-0.00717,0.51679,-0.52698,-7.26476,-2.29087,2,45.00000
1740907624.483,1.43502,-0.05286,0.24733,-0.32970,-1.57000,-0.00632,0.51953,-0.55962,-7.30429,-2.24274,2,44.00000
1740907624.495,1.44660,-0.05299,0.33972,-0.36110,-3.14000,-0.00385,0.53452,-0.59278,-7.35892,-1.87469,2,37.00000
1740907624.504,1.45633,-0.05137,0.27473,-0.37680,-1.57000,-0.00253,0.53624,-0.62336,-7.35804,-1.74716,2,34.00000
1740907624.517,1.46868,-0.05071,0.31959,-0.40820,-3.14000,-0.00018,0.52647,-0.65379,-7.23368,-1.54688,2,30.00000
1740907624.526,1.47827,-0.04941,0.32419,-0.42390,-1.57000,0.00246,0.51289,-0.68065,-7.05091,-1.30174,2,26.00000
1740907624.536,1.48789,-0.04856,0.35630,-0.45530,-3.14000,0.00584,0.49845,-0.70668,-6.82388,-0.94585,2,18.00000
1740907624.547,1.49873,-0.04748,0.34994,-0.47100,-1.57000,0.00940,0.47513,-0.72878,-6.50795,-0.59671,2,11.00000
1740907624.558,1.51025,-0.04584,0.32248,-0.48670,-1.57000,0.01285,0.43754,-0.74682,-6.07749,-0.33109,2,6.00000
1740907624.569,1.52062,-0.04517,0.35181,-0.50240,-1.57000,0.01728,0.39597,-0.76062,-5.55554,0.42125,1,8.00000
